211,Chair,29,570,donec semper sapien,89.89,congue diam id ornare imperdiet sapien urna pretium nisl ut
212,Controller,131,556,in felis,571.6,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
213,USB Storage,163,739,proin at turpis a pede,424.92,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
214,Router,284,338,enim sit amet nunc,281.48,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
215,Desk,20,642,in blandit ultrices enim,110.76,eros viverra eget congue eget semper rutrum nulla nunc purus
216,Mouse,238,536,vestibulum ante ipsum primis,1203.43,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
217,Printer,433,725,suscipit ligula in lacus,1817.74,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
218,Router,820,497,rhoncus mauris,2866.31,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
219,Printer,442,902,mi sit amet lobortis,2290.15,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
220,Controller,608,168,dui nec nisi volutpat eleifend,2691.19,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
221,Mouse,886,419,eu mi nulla ac,1687.92,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
222,Stand,329,32,donec,1751.14,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
223,Mouse,596,161,augue luctus tincidunt,425.11,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
224,Router,568,540,ac leo,1707.4,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
225,Headphones,734,802,porttitor lorem id ligula suspendisse,324.28,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
226,Mousepad,297,457,purus sit amet nulla,2743.19,in lectus pellentesque at nulla suspendisse potenti cras in purus
227,Glasses,165,278,nulla neque libero convallis eget,1787.04,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
228,Speakers,541,601,vehicula consequat morbi,2971.08,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
229,Mousepad,897,205,rhoncus sed,169.72,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
230,Computer,578,965,in quis justo maecenas rhoncus,209.83,purus phasellus in felis donec semper sapien a libero nam
231,Stand,567,154,congue diam id ornare,1970.52,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
232,Mouse,255,789,in hac habitasse,288.4,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
233,Headphones,571,264,tempus vivamus,192.4,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
234,Laptop,721,298,mauris sit amet eros,1405.42,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
235,Printer,662,296,turpis adipiscing lorem vitae,236.15,nec nisi volutpat eleifend donec ut dolor morbi vel lectus
236,Computer,502,707,vel,2736.96,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
237,Modem,668,119,id ligula suspendisse ornare consequat,1216.13,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
238,Computer,160,272,rhoncus mauris enim,340.06,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
239,Desk,299,920,vehicula condimentum,1647.81,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
240,Soldering,848,292,cubilia,1853.07,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
241,Headphones,996,326,quisque id,279.1,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
242,USB Storage,626,960,lacinia nisi venenatis tristique fusce,2824.08,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
243,Cable,737,806,pede posuere nonummy integer,1512.86,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
244,Glasses,116,758,aenean lectus,1449.5,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
245,Mousepad,376,640,justo etiam pretium iaculis,259.34,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
246,Mobile Device,887,87,ipsum dolor,2012.12,et tempus semper est quam pharetra magna ac consequat metus sapien
247,Speakers,4,643,nisl aenean,1039.88,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
248,Mousepad,604,663,lobortis sapien,2000.1,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
249,Console,385,695,convallis nunc proin at,691.44,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
250,Mouse,476,901,augue a suscipit nulla elit,1429.2,est risus auctor sed tristique in tempus sit amet sem fusce consequat
251,Controller,153,155,ac neque,2494.71,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
252,Laptop,214,138,rhoncus,504.47,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
253,Desk,517,400,nibh fusce lacus purus,2222.91,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
254,Mobile Device,140,104,ipsum primis in,2121.15,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
255,Router,257,485,vel nulla eget eros elementum,2241.19,in consequat ut nulla sed accumsan felis ut at dolor quis
256,Mobile Device,322,612,orci luctus,1159.9,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
257,Controller,673,761,justo sollicitudin ut,2220.02,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
258,Stand,9,363,mi integer,1112.24,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
259,Router,337,800,posuere felis sed lacus,2037.61,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
260,Desk,428,744,ornare imperdiet sapien,1564.05,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
261,Speakers,475,423,nec molestie,2750.63,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
262,Headphones,444,930,ut nunc vestibulum ante ipsum,1629.16,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
263,Router,332,832,dictumst etiam faucibus,1096.76,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
264,Controller,765,508,ante,2737.96,consequat lectus in est risus auctor sed tristique in tempus
265,Speakers,657,194,vel ipsum,1689.44,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
266,Mousepad,678,960,praesent,2850.97,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
267,Cable,244,878,dolor sit amet consectetuer,1549.04,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
268,Mobile Device,783,986,turpis donec,1871.92,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
269,Mobile Device,919,114,ultricies,845.56,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
270,Speakers,776,867,non mauris morbi,2532.99,in hac habitasse platea dictumst etiam faucibus cursus urna ut
271,Router,392,293,consequat varius integer ac leo,35.06,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
272,Mouse,205,885,faucibus cursus urna,1087.84,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
273,Laptop,610,146,nibh fusce,2588.26,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
274,Desk,358,296,cras in,259.07,tempus vivamus in felis eu sapien cursus vestibulum proin eu
275,Mousepad,472,907,mattis,1939.27,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
276,Computer,394,927,pede ac diam,2128.72,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
277,Controller,315,662,vulputate ut,366.51,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
278,Mobile Device,583,214,eros viverra eget congue eget,1482.07,luctus nec molestie sed justo pellentesque viverra pede ac diam
279,Speakers,177,317,ac diam cras pellentesque volutpat,157.59,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
280,Chair,398,77,proin at turpis,1197.36,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
281,TV,519,703,maecenas pulvinar lobortis est phasellus,1528.53,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
282,Console,252,360,quam,723.36,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
283,Console,241,676,vestibulum proin eu mi nulla,1655.25,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
284,Cable,748,459,phasellus in felis donec,2847.13,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
285,Controller,155,152,tellus nulla ut,1340.35,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
286,Console,540,575,posuere felis sed,636.07,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
287,Mouse,118,86,felis fusce posuere felis,2978.27,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
288,Modem,226,102,duis mattis,456.37,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
289,Headphones,57,713,rhoncus aliquet,1889.28,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
290,Glasses,799,563,ut nunc vestibulum ante ipsum,2879.14,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
291,Cable,347,481,eu,503.92,lorem quisque ut erat curabitur gravida nisi at nibh in hac
292,Computer,676,291,nec dui luctus rutrum nulla,2161.73,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
293,Computer,376,757,porttitor id consequat,1392.86,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
294,Stand,268,33,eget,327.23,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
295,Modem,569,876,lacus,141.9,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
296,Chair,534,754,posuere nonummy integer non,1408.37,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
297,Speakers,594,262,aliquam erat volutpat in congue,766.44,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
298,Speakers,735,153,vestibulum,916.64,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
299,Desk,218,497,in porttitor pede justo eu,860.05,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
300,Chair,644,273,ut,2418.67,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
301,Console,549,400,pretium nisl,2888.29,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
302,Chair,73,727,risus auctor,2535.57,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
303,Speakers,449,765,parturient montes nascetur ridiculus mus,2134.32,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
304,Router,94,482,risus,2068.44,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
305,Controller,398,32,sem,2869.35,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
306,Headphones,783,205,ut at dolor quis,1733.51,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
307,Speakers,530,137,in faucibus orci luctus et,1660.34,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
308,Desk,874,641,eget semper,296.8,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
309,Mousepad,655,555,nibh,2798.53,cras pellentesque volutpat dui maecenas tristique est et tempus semper est
310,Mobile Device,799,80,egestas metus,1250.8,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
311,Glasses,781,519,adipiscing molestie hendrerit,2472.74,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
312,Mousepad,33,966,varius integer ac,2118.73,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
313,Desk,499,159,pellentesque ultrices,1774.91,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
314,USB Storage,376,178,nibh in quis,2343.95,bibendum morbi non quam nec dui luctus rutrum nulla tellus in
315,Glasses,826,499,dis,843.93,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
316,Chair,991,173,sapien placerat ante nulla,2206.48,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
317,Mousepad,402,736,purus aliquet at,420.94,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
318,Headphones,865,304,vulputate,2451.18,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
319,Console,504,88,ac,2936.73,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
320,Glasses,394,354,venenatis turpis enim blandit,1709.78,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
321,Laptop,966,168,molestie,2671.8,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
322,Router,888,42,id nisl venenatis lacinia aenean,1170.28,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
323,Desk,823,594,vel nulla,533.54,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
324,Stand,473,656,integer,1214.29,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
325,USB Storage,138,491,ligula suspendisse ornare,652.41,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
326,Glasses,146,496,quis augue,2318.7,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
327,Glasses,305,900,dictumst maecenas ut massa quis,1661.33,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
328,Router,910,605,duis bibendum morbi non,1692.68,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
329,Cable,843,664,mauris eget massa tempor,2171.36,amet eleifend pede libero quis orci nullam molestie nibh in
330,Chair,502,744,curabitur gravida,905.89,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
331,Router,972,766,tellus nulla ut erat id,1076.58,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
332,Computer,999,869,consequat ut,971,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque
333,Console,424,375,libero rutrum ac lobortis,544.01,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
334,Speakers,430,194,consequat in consequat ut,161.77,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
335,Controller,377,340,lobortis vel,1542.6,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
336,Mousepad,177,895,erat id mauris vulputate,2561.08,et tempus semper est quam pharetra magna ac consequat metus
337,Mobile Device,918,312,donec pharetra magna vestibulum aliquet,319.19,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
338,Router,330,624,molestie nibh in,1977.08,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
339,Mouse,115,579,duis at velit eu est,2946.28,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
340,Modem,687,737,massa id nisl,2473.26,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
341,Cable,558,923,justo maecenas,2455.55,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
342,Printer,514,809,enim blandit mi in porttitor,343.03,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
343,Desk,451,197,interdum in ante,619.67,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
344,Headphones,661,738,lorem,2231.07,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
345,Modem,457,110,tristique in tempus sit amet,622.75,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
346,Modem,231,353,in blandit,1448.84,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
347,Cable,541,330,ornare,544.7,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
348,Modem,432,529,porttitor pede,1886.27,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
349,Router,436,534,pretium iaculis justo in hac,1000.82,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
350,Chair,18,283,quis,2494.26,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
351,Cable,230,378,risus semper,1456.2,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
352,Cable,328,508,et magnis dis parturient,321.32,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
353,TV,222,133,non velit donec diam,2558.16,consequat nulla nisl nunc nisl duis bibendum felis sed interdum
354,Glasses,958,50,porttitor,2876.81,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
355,Desk,489,896,at ipsum ac tellus,2333,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
356,Computer,53,853,blandit non interdum,996.14,pretium nisl ut volutpat sapien arcu sed augue aliquam erat
357,Modem,388,592,nulla integer pede justo lacinia,664.58,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
358,Desk,419,179,curabitur in libero ut massa,1624.81,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
359,Speakers,688,809,mauris sit amet,156.37,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
360,Router,867,464,pulvinar lobortis,2038.67,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
361,Printer,431,807,curabitur in libero ut,2631.64,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
362,Printer,318,929,mauris morbi non lectus,1552.86,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
363,Console,265,754,curabitur convallis duis consequat,1208.91,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
364,Glasses,516,546,morbi non lectus aliquam,2562.25,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
365,Headphones,969,916,ultrices posuere cubilia curae,1958.02,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
366,Glasses,681,89,placerat praesent blandit,2039.03,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
367,Computer,449,581,turpis,852.96,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
368,Computer,99,88,ante ipsum primis,2596.68,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
369,USB Storage,696,753,et ultrices,773.84,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
370,Soldering,541,367,ridiculus mus,2908.09,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
371,Mobile Device,831,294,at lorem integer,920.68,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
372,Laptop,819,996,maecenas ut,1525.01,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
373,Mobile Device,630,91,sem,805.87,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
374,Headphones,714,398,nibh,1785.93,semper est quam pharetra magna ac consequat metus sapien ut nunc
375,Console,143,524,massa volutpat convallis morbi odio,2428.1,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
376,TV,894,616,arcu sed,1477.44,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
377,Controller,893,200,nisl nunc rhoncus,2932.14,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
378,Mobile Device,962,865,sit,950.62,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
379,Router,372,345,platea,1667.43,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
380,Console,348,491,nulla ut erat id,394.45,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
381,Speakers,183,551,proin at turpis a,2565.42,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
382,Desk,266,419,in quis justo maecenas,1518.79,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
383,Stand,919,730,rutrum nulla,2429.13,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
384,Controller,657,899,donec quis,518.28,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
385,Chair,559,376,praesent lectus vestibulum quam sapien,2370.51,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio
386,Headphones,28,973,nullam porttitor lacus at,211.29,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
387,Router,349,373,erat quisque,18.46,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
388,Printer,270,833,vestibulum,2436.41,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
389,Mouse,935,776,id nulla ultrices aliquet,1965.18,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
390,Glasses,956,988,luctus et,430.85,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
391,Controller,426,450,nunc,1363.9,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
392,USB Storage,803,164,sem,1194.87,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
393,Mobile Device,762,944,nulla dapibus,1239.05,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
394,Stand,416,49,scelerisque quam turpis adipiscing lorem,729.97,risus praesent lectus vestibulum quam sapien varius ut blandit non
395,Speakers,206,99,turpis,378.29,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
396,Controller,56,658,odio consequat varius integer,2816.09,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
397,Controller,332,409,rhoncus,2728.29,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
398,Laptop,75,778,erat curabitur gravida,2413.27,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
399,Controller,281,951,nunc proin at turpis a,357.37,a ipsum integer a nibh in quis justo maecenas rhoncus
400,Console,736,787,eu nibh quisque id justo,119.4,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
401,Computer,327,945,quis libero nullam,2802.21,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
402,Modem,950,91,ut blandit non interdum,1821.56,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
403,Mousepad,1000,406,nibh,933.47,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
404,Headphones,52,789,ultrices erat tortor sollicitudin mi,1631.06,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
405,Cable,385,922,laoreet ut rhoncus,1657.24,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
406,Printer,223,543,duis at velit,1778.82,integer ac leo pellentesque ultrices mattis odio donec vitae nisi
407,Mousepad,11,385,euismod scelerisque,413.04,quis libero nullam sit amet turpis elementum ligula vehicula consequat
408,USB Storage,455,540,eget rutrum at,1194.23,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
409,Mouse,475,592,pede posuere,1396.48,erat eros viverra eget congue eget semper rutrum nulla nunc purus
410,Laptop,785,616,sed,2395.2,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
411,Soldering,460,828,augue vestibulum,1949.71,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
412,TV,100,704,dignissim vestibulum,1452.31,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
413,Chair,932,240,eu,2882.06,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
414,Soldering,195,732,vitae ipsum aliquam,811.28,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
415,Mouse,696,718,faucibus cursus urna ut,160.21,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
416,Laptop,725,281,quis tortor id nulla,572.16,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
417,Glasses,884,301,in,1600.99,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
418,TV,503,807,ultrices posuere cubilia,1779.91,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
419,Chair,391,681,vestibulum velit,394.59,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
420,Printer,441,555,laoreet ut rhoncus aliquet,2600.68,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
421,Mouse,832,305,purus sit amet nulla quisque,1181.75,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
422,Laptop,875,864,velit,2286.36,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
423,Controller,975,559,id pretium,1962,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
424,USB Storage,397,887,placerat,206.89,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
425,Laptop,279,814,nibh,297.62,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
